,City,Country,Date,Humidity,Cloudiness,Lat,Long,Temp,WindSpeed
0,El Puerto de Santa María,ES,1624782280,77,75,36.5939,-6.233,73.51,8.05
1,Pavlivka,UA,1624782197,80,67,49.4414,28.4596,68.41,13.29
2,Avera,US,1624782470,97,96,33.194,-82.5271,75.07,4.92
3,Rikitea,PF,1624782207,78,7,-23.1203,-134.9692,74.25,11.86
4,Ushuaia,AR,1624782470,81,90,-54.8,-68.3,38.86,10.36
5,Albany,US,1624782471,90,88,42.6001,-73.9662,75.81,5.66
6,Hilo,US,1624782471,88,1,19.7297,-155.09,73.8,3.44
7,Port,CD,1624782395,42,2,-7.0349,29.7638,78.84,5.5
8,Tuatapere,NZ,1624782472,89,97,-46.1333,167.6833,45.82,5.48
9,Kapaa,US,1624782472,65,40,22.0752,-159.319,77.32,4.61
10,Moindou,NC,1624782472,70,96,-21.6924,165.677,69.75,6.64
11,Camacha,PT,1624782334,63,75,33.0833,-16.3333,65.16,9.22
12,Semnan,IR,1624782473,11,0,35.5729,53.3971,93.27,7.83
13,Saskylakh,RU,1624782473,36,100,71.9167,114.0833,56.77,3.96
14,Dingle,PH,1624782267,64,98,10.9995,122.6711,88.09,3.83
15,Sabang,ID,1624782474,69,62,5.8933,95.3214,83.41,15.28
16,Cape,CL,1624782222,85,5,-36.413,-71.9028,33.22,4.03
17,Thinadhoo,MV,1624782474,73,28,0.5333,72.9333,82.58,7.76
18,Susanville,US,1624782475,40,0,40.4163,-120.653,71.1,1.01
19,Chapais,CA,1624782475,99,100,49.7834,-74.8492,64.18,2.75
20,Bredasdorp,ZA,1624782476,58,100,-34.5322,20.0403,57.27,3.44
21,Mataura,NZ,1624782476,87,36,-46.1927,168.8643,45.48,5.7
22,Mount Abu,IN,1624782477,41,27,24.6,72.7,85.82,6.24
23,Brownwood,US,1624782477,83,97,31.7093,-98.9912,79.92,13.47
24,Busselton,AU,1624782477,81,89,-33.65,115.3333,57.04,24.11
25,Hammerfest,NO,1624782478,67,75,70.6634,23.6821,55.85,3.44
26,Jamestown,US,1624782297,76,1,42.097,-79.2353,76.59,5.01
27,Povenets,RU,1624782479,64,97,62.8487,34.8262,65.88,1.7
28,Tarko-Sale,RU,1624782480,34,51,64.9225,77.785,61.38,14.05
29,Mys,RU,1624782268,47,92,62.0589,48.6201,76.33,4.09
30,Zhaotong,CN,1624782481,68,84,27.3167,103.7167,76.33,4.29
31,Qaanaaq,GL,1624782203,91,97,77.484,-69.3632,36.46,3.69
32,Manta,EC,1624782481,88,90,-0.95,-80.7333,71.38,5.75
33,Kruisfontein,ZA,1624782482,48,99,-34.0033,24.7314,60.89,7.58
34,Carnarvon,AU,1624782482,64,90,-24.8667,113.6333,68.07,14.97
35,Vaini,TO,1624782483,78,40,-21.2,-175.2,71.76,10.36
36,Mar,ES,1624782232,96,75,43.4002,-4.0094,59.14,3.0
37,Castro,BR,1624782484,65,65,-24.7911,-50.0119,59.23,7.61
38,Hithadhoo,MV,1624782484,72,16,-0.6,73.0833,82.6,7.45
39,Iglesias,IT,1624782479,39,81,39.3114,8.535,78.22,1.54
40,Poum,NC,1624782485,78,100,-20.2333,164.0167,74.89,8.95
41,Severo-Kuril'sk,RU,1624782485,86,99,50.6789,156.125,46.72,15.75
42,Scottsbluff,US,1624782485,78,1,41.8666,-103.6672,58.78,7.0
43,Bluff,NZ,1624782235,85,92,-46.6,168.3333,45.81,19.26
44,Kifrī,IQ,1624782486,6,0,34.6959,44.9661,111.04,5.79
45,Punta,PH,1624782486,73,100,8.9897,125.34,83.1,2.24
46,Jiexiu,CN,1624782487,19,14,37.0244,111.9125,95.94,8.9
47,Norman,US,1624782291,93,90,35.2226,-97.4395,73.44,13.8
48,Geraldton,AU,1624782487,72,75,-28.7667,114.6,64.81,17.27
49,Atuona,PF,1624782488,69,11,-9.8,-139.0333,78.69,20.22
50,Arkadelphia,US,1624782488,97,75,34.1209,-93.0538,77.18,3.44
51,Havelock,US,1624782488,92,92,34.8791,-76.9013,78.78,4.88
52,Tiksi,RU,1624782258,84,84,71.6872,128.8694,36.68,8.57
53,Prado,BR,1624782489,65,95,-17.3411,-39.2208,69.98,5.73
54,Pevek,RU,1624782489,87,90,69.7008,170.3133,36.86,6.85
55,Aktau,KZ,1624782490,28,33,43.65,51.2,106.38,4.25
56,Esperance,AU,1624782490,43,99,-33.8667,121.9,60.64,20.15
57,Paralímni,CY,1624782490,88,0,35.0375,33.9833,95.49,15.01
58,Tarazá,CO,1624782491,98,93,7.5836,-75.4007,71.29,3.18
59,Port,CD,1624782371,42,2,-7.0349,29.7638,78.84,5.5
60,Anchorage,US,1624782314,81,90,61.2181,-149.9003,53.94,3.0
61,Richards,US,1624782240,94,20,46.8361,-95.9123,62.33,0.0
62,Hobart,AU,1624782492,69,75,-42.8794,147.3294,51.93,1.01
63,Upernavik,GL,1624782492,94,98,72.7868,-56.1549,38.07,8.14
64,San,ML,1624782315,54,8,13.3034,-4.8956,84.4,11.92
65,Mattru,SL,1624782493,96,100,7.6244,-11.8332,73.44,2.24
66,Idanre,NG,1624782493,93,100,7.1127,5.1159,70.09,4.74
67,Nizwá,OM,1624782493,25,15,22.9333,57.5333,98.73,9.78
68,Bilma,NE,1624782494,9,0,18.6853,12.9164,97.95,12.48
69,Buta,CD,1624782229,45,75,2.7858,24.73,89.15,2.42
70,Sarangani,PH,1624782495,69,100,5.4033,125.4636,83.62,7.99
71,George Town,MY,1624782272,68,20,5.4112,100.3354,89.55,8.05
72,Saint-Pierre,RE,1624782372,70,20,-21.3393,55.4781,80.56,3.44
73,Tasiilaq,GL,1624782495,66,11,65.6145,-37.6368,51.96,6.69
74,Skjervøy,NO,1624782496,74,100,70.0311,20.9714,51.96,5.06
75,Barrow,US,1624782496,76,75,71.2906,-156.7887,46.42,10.36
76,Kaitangata,NZ,1624782496,78,27,-46.2817,169.8464,48.92,7.45
77,Fomboni,KM,1624782497,65,9,-12.28,43.7425,78.53,10.65
78,Pozo,CU,1624782497,93,96,22.4497,-80.1794,75.4,6.42
79,Butaritari,KI,1624782266,75,76,3.0707,172.7902,82.65,13.11
80,Cherskiy,RU,1624782498,31,100,68.75,161.3,77.56,13.82
81,Nikolskoye,RU,1624782499,55,51,59.7035,30.7861,79.81,3.02
82,Saint Paul Harbor,US,1624782499,76,75,57.79,-152.4072,51.31,5.75
83,Dagda,LV,1624782500,92,100,56.0951,27.5372,63.91,4.68
84,Petropavlovsk-Kamchatskiy,RU,1624782500,46,75,53.0452,158.6483,68.59,8.95
85,Yuzhno-Kurilsk,RU,1624782501,93,47,44.0306,145.8556,55.11,6.6
86,Maragogi,BR,1624781909,84,100,-9.0122,-35.2225,73.62,8.79
87,Ialibu,PG,1624782502,96,98,-6.2821,143.9935,59.94,1.63
88,Lompoc,US,1624782502,79,90,34.6391,-120.4579,65.88,4.61
89,Hofn,IS,1624782276,67,0,64.2539,-15.2082,55.42,6.91
90,Mil'kovo,RU,1624782503,71,36,54.7167,158.6167,62.82,1.88
91,Lorengau,PG,1624782503,80,100,-2.0226,147.2712,80.76,6.69
92,Oranjemund,NA,1624782504,44,15,-28.55,16.4333,61.84,1.5
93,Bulgan,MN,1624782504,76,54,48.8125,103.5347,65.61,25.43
94,Iqaluit,CA,1624782377,86,75,63.7506,-68.5145,33.53,3.0
95,Ponta,PT,1624782505,75,49,38.7333,-28.2667,63.28,3.24
96,Tautira,PF,1624782342,79,0,-17.7333,-149.15,77.02,7.02
97,Adrar,MR,1624782506,11,82,20.5022,-10.0711,91.33,14.12
98,Gawler,AU,1624782506,89,95,-34.6,138.7333,58.48,4.43
99,Arraial,BR,1624782249,77,45,-22.8362,-46.646,62.01,5.66
100,Meulaboh,ID,1624782256,61,88,4.1363,96.1285,85.53,5.08
101,Grand,US,1624782209,38,0,38.8755,-109.5012,72.59,12.93
102,Chokurdakh,RU,1624782507,50,82,70.6333,147.9167,56.26,17.25
103,Saldanha,ZA,1624782507,71,2,-33.0117,17.9442,51.85,9.73
104,Chiredzi,ZW,1624782508,22,0,-21.05,31.6667,75.9,3.76
105,Chake,CN,1624782508,59,100,23.86,103.046,80.37,10.67
106,Dikson,RU,1624782509,78,85,73.5069,80.5464,34.48,8.21
107,Alice,US,1624782509,97,1,27.7523,-98.0697,80.38,5.75
108,Tromsø,NO,1624782510,66,75,69.6496,18.957,57.85,1.99
109,Khatanga,RU,1624782510,36,100,71.9667,102.5,57.38,14.41
110,Gēdo,ET,1624782511,67,90,9.0167,37.45,63.97,2.95
111,Abhā,SA,1624782260,8,20,18.2164,42.5053,87.62,11.5
112,Agua,IT,1624782511,59,15,45.743,8.3154,77.9,1.99
113,Rocha,UY,1624782296,95,100,-34.4833,-54.3333,50.58,17.98
114,Smithers,CA,1624782339,83,1,54.7804,-127.1743,68.32,0.0
115,Beloha,MG,1624782367,41,0,-25.1667,45.05,75.99,5.35
116,Kahului,US,1624782327,79,1,20.8947,-156.47,75.85,5.75
117,Tura,IN,1624782513,75,48,25.5198,90.2201,84.15,7.67
118,Lebu,CL,1624782513,79,0,-37.6167,-73.65,41.63,10.87
119,Dunedin,NZ,1624782513,82,9,-45.8742,170.5036,50.81,3.0
120,Kulhudhuffushi,MV,1624782338,78,100,6.6221,73.07,81.43,12.26
121,Karratha,AU,1624782514,52,30,-20.7377,116.8463,72.45,3.22
122,Bengkulu,ID,1624782514,69,77,-3.8004,102.2655,83.55,6.35
123,Tuktoyaktuk,CA,1624782515,70,100,69.4541,-133.0374,52.14,9.35
124,Clyde,US,1624782282,75,25,41.3042,-82.9752,76.71,16.51
125,Morant,JM,1624782515,85,100,17.9,-76.4333,80.28,7.54
126,Tovačov,CZ,1624782516,64,12,49.4308,17.288,77.81,5.01
127,Ola,RU,1624782516,82,66,59.5833,151.2833,56.35,7.29
128,Torbay,CA,1624782517,85,75,47.6666,-52.7314,59.77,19.57
129,Ahipara,NZ,1624782318,93,100,-35.1667,173.1667,61.0,14.32
130,Salamanca,ES,1624782517,61,70,40.8333,-6.0,61.63,10.67
131,Ilulissat,GL,1624782234,57,63,69.2167,-51.1,48.22,6.91
132,Bonavista,CA,1624782518,79,100,48.6499,-53.1147,59.0,17.31
133,Husavik,IS,1624782337,59,12,66.0449,-17.3389,51.71,3.22
134,Antofagasta,CL,1624782103,80,100,-23.65,-70.4,58.28,5.82
135,Longyearbyen,SJ,1624782519,87,20,78.2186,15.6401,39.04,9.22
136,Lagoa,PT,1624782309,76,74,39.05,-27.9833,66.76,5.95
137,Marawi,PH,1624782519,90,100,7.9986,124.2928,74.64,1.48
138,Sao,IN,1624782214,54,100,20.5113,76.2129,85.82,11.54
139,Yellowknife,CA,1624782210,67,40,62.456,-114.3525,57.72,4.61
140,Ugoofaaru,MV,1624782520,76,95,5.6667,73.0,81.99,11.59
141,Eyl,SO,1624782521,45,46,7.9803,49.8164,89.46,24.09
142,Kuril'sk,RU,1624782521,84,100,45.2333,147.8833,53.31,4.76
143,Bambous,MU,1624782522,67,10,-20.2567,57.4061,77.95,12.39
144,Bathsheba,BB,1624782208,65,20,13.2167,-59.5167,79.41,17.27
145,Bonga,ET,1624782345,51,91,7.2833,36.2333,76.19,1.25
146,Haines,US,1624782197,94,75,59.2286,-135.4441,56.95,0.0
147,Guánica,PR,1624782352,90,51,17.9716,-66.908,76.93,1.01
148,Aswān,EG,1624782523,14,0,24.0934,32.907,98.15,9.86
149,Vila,PT,1624782524,90,100,42.0304,-8.1588,51.69,3.42
150,East,IS,1624782211,26,100,65.0,-15.0,56.95,2.06
151,Tres,IT,1624782524,58,100,46.3231,11.0969,72.41,1.19
152,Sijunjung,ID,1624782525,46,96,-0.6876,100.9537,90.88,1.48
153,Huarmey,PE,1624782525,86,87,-10.0681,-78.1522,62.42,6.82
154,El Puerto de Santa María,ES,1624782525,77,75,36.5939,-6.233,73.51,8.05
155,Klaksvík,FO,1624782250,69,39,62.2266,-6.589,52.72,9.6
156,Boca,IT,1624782526,58,15,45.679,8.4087,81.18,1.99
157,Wenling,CN,1624782527,95,100,28.3669,121.36,78.91,1.63
158,Palestine,PS,1624782527,36,0,31.9216,35.2033,84.94,4.29
159,Champasak,LA,1624782527,70,100,14.75,106.0,92.28,1.52
160,Flin,FR,1624782528,75,100,48.4982,6.6557,70.86,3.4
161,Mahébourg,MU,1624782528,69,75,-20.4081,57.7,79.09,13.8
162,Prince,CA,1624782529,88,7,52.9669,-108.3847,59.16,3.89
163,Daru,PG,1624782529,90,77,-9.0763,143.2092,77.2,17.05
164,Jinxiang,CN,1624782529,90,100,27.4327,120.6062,81.25,10.94
165,Juneau,US,1624782530,72,40,58.3019,-134.4197,57.22,5.75
166,Tomatlán,MX,1624782236,93,100,19.9333,-105.25,75.09,0.63
167,Santarém,BR,1624782216,78,0,-2.4431,-54.7083,82.53,9.22
168,Mossamedes,AO,1624782324,41,0,-15.1961,12.1522,77.47,7.49
169,Praia,CV,1624782333,88,75,14.9215,-23.5087,75.74,16.11
170,Soto,AR,1624782531,63,5,-32.8107,-61.4026,37.11,12.17
171,Yulara,AU,1624782348,36,5,-25.2406,130.9889,58.84,13.8
172,Coyhaique,CL,1624782385,93,75,-45.5752,-72.0662,28.35,4.61
173,Gewanē,ET,1624782532,25,53,10.1664,40.6453,96.89,14.32
174,Catuday,PH,1624782532,68,21,16.2923,119.8062,84.43,8.99
175,Yar-Sale,RU,1624782533,35,100,66.8333,70.8333,59.61,5.59
176,Arrondissement de Mayenne,FR,1624782533,98,100,48.3333,-0.6667,62.04,8.1
177,Nanortalik,GL,1624782303,84,99,60.1432,-45.2371,48.29,0.92
178,Aklavik,CA,1624782534,91,100,68.2191,-135.0107,61.63,7.38
179,Hermanus,ZA,1624782534,68,100,-34.4187,19.2345,58.89,8.66
180,Dongsheng,CN,1624782535,15,1,39.8161,109.9776,89.24,8.32
181,Kindu,CD,1624782535,26,32,-2.95,25.95,88.25,4.74
182,Makkah al Mukarramah,SA,1624782369,8,6,21.4267,39.8261,109.08,7.96
183,Jumla,NP,1624782536,64,80,29.2747,82.1838,72.88,6.04
184,Ushtobe,KZ,1624782536,21,0,45.2514,77.9838,81.3,12.59
185,Kautokeino,NO,1624782537,56,100,69.0125,23.0412,58.5,7.18
186,Ust'-Koksa,RU,1624782537,41,52,50.2696,85.6108,64.45,6.2
187,Muisne,EC,1624782538,88,94,0.6,-80.0333,74.95,5.41
188,Kedrovyy,RU,1624782538,58,100,56.1667,91.8167,61.21,9.1
189,Alofi,NU,1624782538,94,82,-19.0595,-169.9187,71.49,17.27
190,Talara,PE,1624782539,86,11,-4.5772,-81.2719,65.55,11.97
191,Litoral,BR,1624782539,98,100,-30.0089,-50.1595,63.43,10.2
192,New,LR,1624782210,94,90,6.6518,-10.5932,72.63,1.16
193,Lakes,US,1624782540,87,90,61.6071,-149.3086,52.92,1.01
194,Cirebon,ID,1624782540,71,69,-6.7063,108.557,84.83,7.94
195,Lata,PT,1624782541,76,99,40.1629,-8.3327,61.92,5.39
196,Rome,US,1624782541,76,1,43.2128,-75.4557,78.66,4.61
197,Mehamn,NO,1624782542,76,79,71.0357,27.8492,51.37,5.97
198,Miquelon,PM,1624782542,92,100,47.0975,-56.3814,55.4,17.07
199,Chui,UY,1624782543,95,100,-33.6971,-53.4616,54.48,11.7
200,Bethel,US,1624782543,90,90,41.3712,-73.414,73.85,6.91
201,Qui,BR,1624782382,95,26,-10.9706,-37.5959,73.94,3.15
202,Lavrentiya,RU,1624782322,86,47,65.5833,-171.0,45.86,3.6
203,Touros,BR,1624782295,83,38,-5.1989,-35.4608,68.9,13.04
204,Alekseyevsk,RU,1624782544,70,100,57.8406,108.3492,64.26,1.03
205,Beidao,CN,1624782545,34,20,34.5686,105.8933,91.6,4.32
206,Talnakh,RU,1624782221,49,96,69.4865,88.3972,60.21,9.82
207,Sangar,RU,1624782381,29,69,63.9242,127.4739,80.89,2.89
208,Kandrian,PG,1624782546,84,67,-6.2167,149.55,79.21,6.35
209,Wallsend,GB,1624782546,94,75,54.9911,-1.534,57.78,4.61
210,Fort,NL,1624782329,78,83,52.6517,6.3861,72.39,9.82
211,Dedza,MW,1624782547,33,10,-14.3779,34.3332,67.6,4.85
212,Bubaque,GW,1624782297,83,100,11.2833,-15.8333,78.37,9.15
213,Senador,HT,1624782547,89,55,18.8188,-71.9016,76.82,3.42
214,Narsaq,GL,1624782548,85,100,60.9167,-46.05,50.22,3.8
215,Black,US,1624782548,89,55,31.0093,-85.7444,74.16,6.85
216,Alta,NO,1624782393,78,0,69.9689,23.2717,53.19,1.01
217,Douentza,ML,1624782549,38,100,14.9951,-2.9517,91.18,7.47
218,Cururupu,BR,1624782436,98,99,-1.8283,-44.8683,72.0,2.42
219,Sao,IN,1624782247,54,100,20.5113,76.2129,85.82,11.54
220,Pāsighāt,IN,1624782549,98,100,28.0667,95.3333,79.02,2.8
221,Hasaki,JP,1624782550,86,100,35.7333,140.8333,73.8,11.81
222,Okha,RU,1624782550,80,57,53.5739,142.9478,54.82,13.02
223,Hong Kong,HK,1624782256,83,100,22.2855,114.1577,87.96,1.99
224,Ormara,PK,1624782551,72,15,25.2088,64.6357,84.09,15.59
225,Ballina,AU,1624782551,83,0,-28.8667,153.5667,54.79,4.61
226,Pisco,PE,1624782552,82,77,-13.7,-76.2167,56.01,2.3
227,Roebourne,AU,1624782552,51,42,-20.7833,117.1333,71.64,3.91
228,Murray,US,1624782312,52,1,40.6669,-111.888,75.88,1.99
229,Bonthe,SL,1624782553,91,100,7.5264,-12.505,73.96,2.68
230,Trzebiatów,PL,1624782553,69,31,54.0615,15.2648,74.25,8.16
231,Dickinson,US,1624782553,82,40,29.4608,-95.0513,83.01,1.01
232,Nālūt,LY,1624782554,11,1,30.3333,10.85,98.53,18.3
233,Aksarka,RU,1624782305,72,100,66.5606,67.7975,49.53,7.45
234,Carutapera,BR,1624782554,91,92,-1.195,-46.02,74.41,3.87
235,Ginda,IN,1624782555,38,6,30.6945,78.4932,84.49,6.78
236,Kavieng,PG,1624782307,74,100,-2.5744,150.7967,82.71,5.44
237,Samarai,PG,1624782387,84,48,-10.6167,150.6667,79.54,11.7
238,Sitka,US,1624782556,88,75,57.0531,-135.33,58.89,6.91
239,Seymchan,RU,1624782397,26,88,62.8833,152.4333,80.55,4.94
240,Taft,IR,1624782557,9,0,31.7471,54.2088,91.35,6.91
241,Provideniya,RU,1624782557,75,72,64.3833,-173.3,50.97,4.54
242,Gambēla,ET,1624782557,46,100,8.25,34.5833,90.99,1.23
243,Selma,US,1624782558,67,1,36.5708,-119.6121,82.98,0.0
244,Constitución,CL,1624782236,81,0,-35.3333,-72.4167,40.32,5.73
245,Kloulklubed,PW,1624782558,70,69,7.0419,134.2556,86.5,4.47
246,Shāhāpur,IN,1624782559,61,100,19.45,73.3333,81.88,5.28
247,Rawson,AR,1624782560,73,99,-43.3002,-65.1023,44.38,19.08
248,Tazovsky,RU,1624782560,42,27,67.4667,78.7,53.74,12.1
249,Airai,TL,1624782560,73,81,-8.9266,125.4092,67.1,4.38
250,Kavaratti,IN,1624782561,77,100,10.5669,72.642,82.38,16.49
251,Ābdānān,IR,1624782561,7,0,32.9926,47.4198,101.61,4.14
252,Suntar,RU,1624782563,26,93,62.1444,117.6319,87.96,7.34
253,Mount,GB,1624782355,89,100,53.6597,-1.8537,60.82,4.0
254,Thompson,CA,1624782393,67,75,55.7435,-97.8558,57.36,9.22
255,Isangel,VU,1624782563,77,36,-19.55,169.2667,73.22,9.78
256,Xique-Xique,BR,1624782564,80,0,-10.8218,-42.7263,66.74,18.48
257,Lewistown,US,1624782522,93,1,40.5992,-77.5714,72.59,0.0
258,Fort,NL,1624782329,78,83,52.6517,6.3861,72.39,9.82
259,Townsville,AU,1624782565,83,75,-19.25,146.8,70.68,5.75
260,Katsuura,JP,1624782269,91,100,35.1333,140.3,78.12,11.9
261,Kirakira,SB,1624782321,80,89,-10.4544,161.9205,78.53,9.78
262,San,ML,1624782566,54,8,13.3034,-4.8956,84.4,11.92
263,Saint-Philippe,RE,1624782566,76,12,-21.3585,55.7679,80.47,9.48
264,Coos,US,1624782566,96,0,43.1665,-124.0015,72.64,1.48
265,Shirokiy,RU,1624782567,69,63,49.758,129.523,77.79,5.7
266,Okhotsk,RU,1624782283,72,10,59.3833,143.3,56.71,10.58
267,Tucupita,VE,1624782567,99,100,9.0622,-62.051,71.89,2.39
268,Kutum,SD,1624782568,13,8,14.2,24.6667,90.64,10.11
269,Ostrovnoy,RU,1624782264,57,100,68.0531,39.5131,53.94,8.61
270,Vangaindrano,MG,1624782568,66,0,-23.35,47.6,73.63,6.44
271,Vestmannaeyjar,IS,1624782324,93,100,63.4427,-20.2734,49.5,7.0
272,Lüderitz,NA,1624782214,37,28,-26.6481,15.1594,65.68,0.72
273,Port,CD,1624782569,42,2,-7.0349,29.7638,78.84,5.5
274,Fortuna,US,1624782212,74,90,40.5982,-124.1573,67.19,0.0
275,Kazanskaya,RU,1624782570,63,91,45.4106,40.4361,79.74,9.73
276,Karpinsk,RU,1624782570,37,94,59.7654,60.0085,78.44,4.34
277,Bodden,GB,1624782570,90,100,51.1954,-2.5161,59.25,17.02
278,Ilo,PE,1624782571,82,72,-17.6394,-71.3375,59.65,5.7
279,Kiryat Gat,IL,1624782571,40,0,31.61,34.7642,93.4,6.13
280,Palmer,US,1624782364,79,75,42.1584,-72.3287,74.46,5.99
281,Cidreira,BR,1624782572,97,100,-30.1811,-50.2056,63.43,13.0
282,Doaba,PK,1624782572,29,0,33.4244,70.7364,92.21,6.17
